C,No of Lines
7363.21,86
13644.3,56
8853.4,64
85617.2,20
65773.1,24
14371.6,62
85573.9,34
91567.4,32
30820.3,48
37488.2,46
27696.0,50
16348.4,58
63668.0,36
13961.3,62
83711.6,34
40634.0,36
46660.0,36
29591.9,40
3615.01,116
25786.5,46
2344.84,146
78773.4,30
53107.0,34
27887.6,44
38855.4,36
81910.5,28
16253.9,54
31766.2,44
7795.26,78
40166.0,40
27400.2,44
79399.1,28
19536.4,52
32399.5,44
54758.3,32
40966.7,34
14627.7,64
68105.3,28
38693.5,40
64809.6,28
59241.2,30
52729.8,30
46035.3,34
45114.2,34
89040.4,22
5670.88,96
24160.4,44
95890.0,22
46395.2,30
86806.7,24
39394.7,34
16128.7,62
36383.8,36
97570.3,22
88928.4,24
65974.3,36
74434.0,36
95107.5,32
7924.63,82
45273.7,38
51060.0,38
76785.1,32
63654.2,36
69653.7,36
87832.2,32
21931.9,46
34399.2,36
38839.1,34
43175.0,34
22300.5,46
21062.2,46
95372.1,26
87891.1,26
81702.8,26
95723.5,26
59711.8,32
58356.3,32
24909.4,44
68222.6,26
7266.97,88
36686.9,40
89783.7,26
32596.0,44
11849.7,68
64599.2,32
80920.2,26
97019.4,24
68781.5,28
93696.7,24
54430.5,32
23202.2,52
19619.9,56
29760.9,44
21826.7,56
92877.8,24
42927.1,36
12320.8,68
66753.4,34
24331.5,50
12726.6,68
19106.4,54
75319.7,34
27076.3,46
50579.8,36
4139.07,120
70271.3,22
81974.8,22
59273.5,30
21849.3,48
51966.8,30
21598.5,48
19285.2,52
5160.48,102
97891.8,22
79287.5,22
14540.1,64
70645.5,28
43144.3,36
69014.7,30
29136.5,46
7872.55,88
58716.9,32
48120.5,34
67546.1,30
64584.9,30
57484.7,26
95000.4,18
93117.4,18
16595.4,56
59723.7,26
50382.9,26
77583.2,20
12972.5,56
10431.6,64
18104.7,56
50050.2,34
28199.9,44
87154.1,26
44695.8,36
82742.0,26
35069.4,38
92152.9,26
45138.8,36
42524.9,36
7851.52,82
92952.1,28
14595.5,56
87602.9,30
51159.3,36
81042.2,30
48620.4,38
92527.9,28
56889.8,32
25695.2,46
36931.7,40
97801.7,28
48604.7,34
79660.6,28
17610.5,60
71659.7,30
75196.1,30
23124.6,54
64931.9,30
57029.8,30
45838.6,38
62247.8,30
51158.3,36
67733.0,30
17707.8,52
97693.5,24
59755.0,34
92736.7,24
72745.2,28
75465.0,26
13110.6,70
78242.0,30
85482.2,24
97109.4,22
75348.0,30
12892.8,72
13606.7,70
50123.4,36
40407.6,40
82129.5,28
5801.56,90
50932.8,26
91598.0,24
45572.8,30
44753.7,30
60803.3,24
90327.6,24
40541.5,32
73265.3,24
81086.1,24
57324.0,24
95312.9,20
29327.8,46
63893.1,28
49430.1,28
28609.8,46
69505.5,24
58669.0,28
5763.98,98
38672.0,38
43933.4,36
74645.9,30
80178.5,30
31242.8,46
41836.2,36
32845.2,40
61897.7,34
48353.0,34
19812.3,50
5306.17,98
22902.9,50
38546.9,30
54178.5,30
29880.2,38
52444.3,30
70369.6,30
50719.8,30
57376.3,30
37249.2,30
78905.1,28
4208.93,106
62626.8,34
99283.2,28
85148.4,28
10194.5,70
66712.1,32
99581.4,28
39726.1,40
73183.1,28
37976.2,40
72914.2,28
46307.3,30
22945.8,50
28269.1,46
94367.6,18
78788.3,26
85083.3,26
84431.0,26
89432.1,26
37533.8,40
80929.1,26
13537.5,64
76765.8,22
15786.0,56
4838.72,92
95192.0,22
90211.4,22
71149.4,24
61614.3,24
72351.7,24
37972.0,30
24483.0,42
59857.9,30
55971.5,30
83059.4,28
52140.9,30
890.635,234
36738.5,32
26638.9,42
56495.4,30
1851.25,172
16700.7,56
75563.3,30
18460.8,54
35339.0,38
98975.7,26
50135.3,36
12832.2,64
10455.9,72
55599.9,36
26116.9,42
66507.9,26
27752.7,52
32121.2,46
96830.9,18
76879.7,24
57021.1,26
45692.6,28
73497.6,24
41784.4,28
71755.3,24
12434.6,70
92724.7,22
997.875,214
8046.82,82
96640.9,20
77682.9,24
31079.7,42
17793.4,58
59337.4,24
64268.4,24
69350.5,28
60568.4,30
30495.2,50
11164.8,64
94185.9,26
98441.1,26
87109.9,26
72893.1,26
47653.7,36
98191.5,26
66541.7,26
35169.2,40
29087.7,44
80972.2,24
65890.8,26
49484.6,34
91391.5,24
22117.2,50
5730.17,94
53445.9,34
17578.3,56
88692.6,28
15160.8,64
88202.5,28
9538.3,82
85128.1,28
91621.9,28
1397.32,200
26592.7,42
85173.7,28
43963.0,40
8452.14,80
50165.1,38
69395.2,34
52216.4,38
13116.0,72
4030.85,122
65953.9,34
69325.8,34
71398.9,30
10456.5,76
45300.4,36
2214.29,168
91811.4,26
99485.1,22
80071.8,28
17613.6,64
25874.9,54
92275.3,26
2268.07,166
81313.4,28
44450.6,36
78364.8,30
85225.3,28
85303.3,28
92940.4,28
2184.46,158
20308.3,52
25099.8,42
74650.0,32
40004.3,40
44601.1,40
34307.4,46
50452.8,34
23568.0,54
93224.9,26
68869.0,28
89087.5,26
15733.8,62
97766.0,26
2454.69,150
19409.8,54
14568.8,64
52746.5,30
25589.5,52
80834.4,24
87408.3,24
71535.8,28
14706.1,64
24088.6,54
7130.84,86
40427.6,40
87734.1,22
69716.3,24
2323.01,152
68827.1,24
65083.3,24
15315.1,70
81008.0,24
54883.3,30
54707.5,30
51471.9,32
69431.3,28
58955.2,30
87801.0,26
52879.5,30
54301.1,30
59775.1,30
57962.4,30
30850.7,44
6649.83,98
90737.1,26
28685.3,50
28859.9,50
79887.3,26
84452.9,26
80029.7,26
90126.2,26
46110.7,34
384.547,364
32814.0,46
74642.1,32
76216.2,32
94366.6,26
18566.9,58
51381.7,36
64758.2,32
99284.7,26
18836.0,58
99194.1,26
66815.0,30
36729.5,34
21470.2,44
94511.7,26
91917.2,26
82415.1,26
12457.2,64
39798.2,34
88436.1,26
64176.1,30
1431.34,184
9018.65,76
63710.2,32
59280.3,32
72865.6,32
79604.1,32
20019.2,52
28359.0,42
28954.8,42
57124.6,32
4855.41,100
19295.8,58
71024.7,28
16703.0,58
52922.7,32
32716.8,46
66250.2,28
77308.7,28
57656.1,30
27959.4,48
99001.9,20
16442.4,54
46454.3,40
9532.55,78
41860.5,40
64577.2,26
32564.0,44
28378.7,46
69251.9,26
29709.4,46
18473.2,62
65733.3,34
22824.8,52
22855.1,52
22399.1,52
67280.7,32
61980.5,36
7219.65,82
68121.1,32
36779.6,44
638.189,290
91363.6,32
3990.23,116
97115.8,30
78149.5,34
12014.8,66
74540.1,34
33749.3,40
48992.2,40
76770.8,34
36691.8,40
53438.4,32
89119.7,30
33613.3,42
87481.4,30
40050.7,38
86773.3,30
82400.5,30
95628.2,30
46321.5,38
70619.3,28
45085.9,36
23138.8,50
12486.1,64
17164.5,52
2023.71,168
769.946,248
24929.0,48
96115.9,26
40161.2,36
65220.6,30
2626.17,122
42210.1,40
26161.0,50
50275.0,36
49259.7,36
34705.3,42
46302.6,36
65317.3,30
84960.1,28
78591.4,20
58264.8,26
15630.3,56
2802.71,142
87143.2,20
74386.3,22
11646.3,70
33738.5,36
42907.0,30
48597.5,30
68689.1,28
51928.8,32
22787.1,50
42412.4,38
22612.8,50
48638.3,34
14596.5,58
60338.4,32
22435.3,50
53444.8,32
45586.2,32
9205.99,88
60427.0,32
15853.1,60
16.5425,604
18876.1,54
15048.7,60
56894.4,32
58077.5,32
55083.4,32
60767.9,30
23978.4,44
31995.6,42
32113.5,42
90197.3,24
30987.4,42
6750.32,94
85330.9,24
90640.1,24
64398.2,28
54408.5,32
84970.1,26
7489.08,90
61517.5,32
65167.4,32
66251.2,32
63749.6,32
4946.5,104
25617.7,46
35060.7,36
12568.8,58
60396.3,30
31982.1,34
61472.6,30
56376.7,32
87434.9,26
43041.0,32
38799.7,34
71484.1,30
33788.2,34
50485.6,34
60.8082,574
61945.1,30
42616.7,36
87042.3,26
72329.9,28
51952.5,34
84474.3,26
27097.9,52
66881.9,28
4615.16,118
74271.5,26
46908.8,36
13466.0,72
79258.2,24
34972.5,38
96658.4,24
85351.1,24
83262.2,24
21067.9,52
73795.1,30
83730.2,28
74631.6,30
31114.2,44
25755.3,48
71831.6,32
71994.7,32
44928.9,36
31098.5,44
89910.9,28
8937.63,76
72996.9,24
52339.9,26
50062.6,26
97618.5,22
81937.1,24
10519.2,64
41035.9,28
48109.5,26
35341.4,36
11325.0,52
2551.07,136
63175.9,20
14127.6,50
13043.9,52
21540.7,42
81751.4,20
23924.8,38
43184.0,24
1134.84,204
37808.7,38
37659.4,38
59430.4,30
5938.82,92
60635.4,30
62988.3,30
20940.0,54
78942.5,28
379.886,342
99205.8,24
75141.8,28
45152.7,40
93227.1,28
54282.6,34
25924.9,46
58052.2,32
19085.4,54
62907.3,28
62146.5,28
44896.7,40
31235.9,36
63596.3,26
39848.2,30
67827.8,26
54870.9,26
69864.0,26
92065.2,26
94040.5,26
33380.4,36
33200.2,36
65308.3,24
3180.3,138
41244.5,28
24860.1,40
28978.9,38
8711.7,82
26387.2,40
65921.0,24
61252.0,24
48460.3,24
193.863,480
55130.7,34
19169.5,50
76374.6,30
7605.5,80
43939.0,36
48710.7,34
54336.3,34
99891.8,28
43653.1,36
70180.7,32
56305.2,32
82605.7,28
39167.2,40
3770.97,132
15353.7,62
5112.6,116
22308.7,48
45445.7,40
8914.64,84
71576.0,28
31448.8,38
69095.7,28
41552.2,34
74505.9,28
18167.0,48
6721.9,92
73760.6,28
15782.5,56
13459.5,62
65913.7,26
67389.0,26
43717.2,38
90992.8,24
57950.5,32
39170.1,40
20969.5,52
78874.4,26
13695.7,64
2142.4,168
66958.7,28
43541.8,32
21002.4,46
16204.9,56
1026.78,214
64603.9,28
12132.3,66
49914.7,32
85561.3,28
7904.34,82
86947.1,36
1664.9,186
5134.63,114
57111.7,42
58311.0,42
6722.31,100
10054.0,76
45313.0,44
31638.3,50
97904.6,30
30266.6,46
99534.7,20
75472.2,28
15441.8,60
78891.0,28
10791.3,64
13439.5,62
60632.1,34
83064.0,26
49764.2,34
44760.6,36
22570.3,46
34754.9,44
28830.8,44
81361.0,24
6333.23,84
89785.6,24
30548.0,44
15135.8,62
2646.43,130
86266.0,18
26359.3,38
65524.6,24
29072.9,36
38429.4,32
60901.2,24
98430.2,16
82045.9,18
63409.2,24
79231.8,20
77710.8,30
21645.8,48
56272.5,34
59166.7,32
47924.8,36
22208.7,48
2294.62,158
73105.4,30
32312.9,42
89901.1,24
62423.9,38
13744.1,58
54489.7,38
8861.49,72
71844.6,30
22938.3,48
56004.8,38
67181.8,36
10549.0,70
77045.1,30
11305.8,74
85700.6,28
33269.1,40
81207.0,28
34165.0,40
79328.1,28
34676.8,40
46612.0,32
84191.8,28
81344.2,28
64653.6,28
20058.6,46
10923.7,62
83063.0,26
70861.4,28
12367.8,58
34243.5,32
96434.5,24
95412.3,24
38087.4,32
73832.4,26
72519.7,26
97872.4,22
63165.5,32
30619.8,42
28613.1,42
82814.8,24
87897.2,24
64560.7,32
25323.6,48
49235.2,36
70138.1,32
63102.9,34
13132.5,60
8765.44,64
76677.8,30
113.852,514
1997.91,162
38878.6,42
19060.3,54
65192.2,26
36487.3,32
22372.9,42
86154.7,20
63129.4,26
17580.6,48
76215.8,20
3813.64,118
31041.0,40
71486.4,22
73968.3,30
28694.3,34
3079.74,138
24105.6,54
28267.3,34
75277.9,30
35209.1,32
95768.5,28
51355.9,32
78617.4,30
81516.7,26
7536.61,86
4363.55,112
44922.7,32
93086.3,26
60746.7,30
20350.5,56
64609.2,28
54769.0,30
4370.34,112
35804.7,38
30015.5,40
6372.51,90
26504.9,42
550.683,302
90070.2,20
33839.5,40
35743.9,38
96778.9,20
79597.7,26
19063.8,52
7378.24,66
31379.1,42
17805.1,56
51548.0,32
53174.9,32
15342.1,60
44244.4,40
66645.5,28
4001.41,110
20875.3,54
9937.4,74
16981.3,56
15812.2,60
70702.0,28
15531.5,60
26162.7,50
33206.7,46
36695.3,38
61553.8,34
23335.1,50
63215.6,30
82606.9,24
97399.4,22
23548.8,50
16007.3,62
20601.0,52
40722.6,42
60249.6,30
16477.1,62
42241.3,36
57735.9,34
92002.8,30
35180.5,38
79359.7,30
21422.8,46
47383.2,34
97317.5,28
75124.4,32
50860.2,34
27660.6,46
20584.4,46
10902.3,68
37982.2,38
74069.2,30
70444.3,30
56162.4,34
25140.3,46
78850.3,30
20768.6,46
93250.0,22
71875.1,24
83304.1,22
64869.3,26
15819.4,60
20389.1,46
28988.8,40
56073.3,26
89525.1,22
40328.2,34
66419.3,22
37072.6,32
24351.6,48
36494.5,32
15407.1,52
74121.3,20
55978.9,22
1160.76,184
56372.6,22
78575.4,20
72754.7,32
92684.4,28
20291.9,52
1018.76,234
43036.0,40
52498.3,38
18464.6,54
52744.5,38
45355.7,40
60540.3,38
11097.8,74
38223.9,40
31484.7,50
46104.7,38
53958.5,28
422.589,348
82154.0,26
88024.1,26
59068.2,28
83505.5,26
31098.5,40
68961.6,28
37083.1,40
38847.4,38
57516.5,30
55858.9,34
5322.21,98
37348.4,40
22907.8,44
52115.2,34
73378.7,30
58351.2,34
68621.1,30
42651.1,42
5737.67,96
80892.0,28
63878.1,32
20045.8,56
42322.6,42
95814.4,24
97744.4,22
34125.0,34
57381.5,28
54801.0,30
12987.0,64
43326.0,32
83678.9,24
81685.1,24
11594.7,66
19893.4,48
65794.5,32
75241.6,28
3486.82,120
71399.4,32
59304.8,36
8194.33,90
58507.2,36
58731.6,36
53873.0,36
52349.9,36
68238.9,32
60409.3,32
81867.5,30
20088.6,54
21900.7,52
28872.3,48
57178.8,32
35584.6,46
76006.9,32
96775.7,28
40327.1,38
49420.5,36
62629.8,28
86715.3,26
93166.6,20
62856.7,28
44771.0,36
53002.7,32
10024.2,78
25494.2,50
32436.5,34
36957.5,32
26588.3,42
43132.4,30
73822.3,24
67929.7,26
75014.1,24
95189.8,22
22791.1,46
41814.5,30
76992.9,24
10327.6,86
11623.6,76
44531.4,34
95452.0,20
12118.6,72
41105.3,38
83308.6,20
73753.7,24
56336.0,32
50277.9,32
66380.2,28
36316.6,46
3149.69,132
69900.2,28
67324.0,28
46269.1,38
47971.7,38
67074.6,28
61993.9,28
22593.4,52
4281.39,122
62988.5,34
17519.9,56
34346.8,42
25987.9,46
73118.9,28
85352.4,26
28965.2,46
74400.9,28
64655.4,32
25559.9,46
80565.5,30
22248.5,52
26512.3,46
44411.7,38
37032.9,44
56477.6,32
28306.5,46
90850.9,26
48985.0,32
67012.2,30
15288.5,58
18122.6,56
69678.6,30
23484.3,46
19807.8,54
59372.4,30
64273.6,30
95270.4,28
44157.5,36
15527.1,60
974.327,234
57852.2,30
15731.6,60
67145.3,30
65740.6,30
20507.8,52
29615.3,42
49604.0,32
58765.8,34
36027.6,40
62063.1,32
91721.0,28
77397.3,30
6275.22,98
5335.61,102
17251.7,50
97911.9,24
87827.5,28
37450.4,38
53698.2,32
23589.9,54
70543.9,26
89529.4,26
53716.3,32
74855.0,26
38154.0,38
49666.7,34
73534.0,26
70762.4,36
7006.23,90
78941.2,28
42591.6,44
88212.5,28
75251.9,34
47911.3,38
38529.9,44
34483.5,44
8515.83,86
1719.19,192
50977.5,34
28361.9,46
60312.6,34
57824.7,34
22705.5,50
28344.1,46
10519.2,74
51935.2,34
47856.7,38
16769.2,60
3447.65,124
81839.1,34
47787.2,36
87233.1,26
49552.5,36
48944.4,36
88899.1,26
79749.3,36
29757.1,44
2300.48,164
97519.5,30
23574.7,50
65148.1,34
76550.1,30
65165.9,34
23808.1,50
43912.8,40
88869.9,30
37523.7,46
21916.6,44
65919.9,30
17188.5,50
73817.1,30
13850.9,56
59871.6,32
1605.39,172
63356.1,30
71095.2,30
64559.0,30
24962.1,50
293.088,418
22251.3,52
50804.3,40
85307.5,30
28460.8,50
47450.0,42
58073.3,38
50406.7,40
76425.1,32
81441.6,32
65296.0,38
60286.2,38
41258.9,38
32132.5,40
86048.7,30
30686.0,40
88615.1,30
1240.35,180
50939.9,38
20216.7,44
15524.4,46
74873.5,30
69472.2,30
8079.32,62
53196.4,30
12150.0,52
10564.9,60
593.88,284
40520.7,32
59272.6,30
40813.8,38
27874.8,42
88005.6,24
40392.2,38
65566.6,26
23422.3,48
12534.4,64
16900.8,58
32135.6,42
82941.6,26
89913.2,26
5022.02,114
78227.9,28
9486.29,82
22251.9,40
7722.31,90
16005.3,60
5179.56,114
52581.1,32
22595.3,52
63105.2,30
40618.4,30
5634.17,108
11348.2,72
2818.49,136
7665.03,88
61929.7,30
91775.6,24
17887.4,54
13347.1,70
10938.5,72
71749.9,30
94592.2,28
55615.2,30
44358.2,32
17841.2,66
66935.0,30
33880.4,46
7933.6,82
15649.7,54
91792.3,22
35915.7,36
81423.5,22
12950.1,64
37601.5,34
94075.8,22
63945.7,22
56946.8,28
44100.9,34
89629.0,30
87370.7,30
94480.9,30
36002.8,42
67148.3,34
20050.7,46
10687.6,62
58963.7,34
53271.2,36
79449.7,30
59085.3,34
2127.55,158
60499.5,34
74688.5,28
16542.2,56
89869.6,28
61892.7,32
6182.75,82
6716.43,82
3635.28,116
50421.9,28
20221.3,52
85665.2,26
26685.1,46
28440.0,40
53111.8,26
35417.8,36
6778.26,86
93918.8,24
50047.1,28
69306.8,26
23991.1,44
43215.2,32
70727.9,26
97586.1,20
8815.03,78
27257.3,42
22409.1,46
35252.1,36
4319.41,106
5091.78,100
55996.9,30
19517.9,52
36343.8,44
45089.8,36
33217.0,44
97433.4,22
25196.7,48
21877.6,50
67744.6,28
64499.9,22
6768.04,88
98153.8,22
83613.8,22
32258.8,48
66035.0,22
47657.6,32
13324.7,66
22571.3,54
97363.2,22
13341.7,58
77003.6,20
22425.1,44
93430.4,20
15785.0,50
34220.3,38
24592.4,44
73233.3,22
89211.1,20
13297.1,58
78336.7,26
73326.5,26
56310.2,32
82276.1,26
76757.6,26
72943.6,28
56211.0,32
51311.9,32
59976.1,32
9475.18,80
47298.7,36
90169.3,28
7898.34,82
40948.8,38
95586.3,28
13049.0,64
32279.9,40
8787.89,82
1893.88,166
13163.8,64
75605.6,30
71098.7,32
74980.8,30
11805.0,70
32404.0,42
84643.7,28
1408.16,180
15909.6,58
22387.2,54
4593.94,120
47677.7,38
27365.4,54
77932.5,28
67811.4,32
1268.56,200
99101.8,26
29159.9,46
75451.9,28
46330.9,38
39362.5,38
80011.0,24
89567.0,22
34266.4,36
85467.3,24
56574.2,26
18620.4,52
71224.1,24
40226.8,32
73422.2,24
72590.7,24
20108.9,56
14713.9,62
83380.1,26
64691.3,30
37899.4,36
33723.4,44
60183.5,30
51286.3,32
17014.5,60
66163.1,26
97558.0,22
91764.7,24
62649.4,26
36087.5,36
65729.7,26
17424.4,52
25948.6,46
74548.5,26
82208.4,24
1041.18,230
15801.8,54
36565.5,40
6427.56,84
50322.9,36
59932.7,34
36776.5,40
26733.4,46
10386.3,66
97732.8,30
71515.0,32
37244.5,34
50505.8,32
1635.51,190
31260.3,40
44416.0,32
50495.1,32
33009.9,36
69539.6,24
9217.05,78
23820.0,44
99438.2,30
85044.5,30
92225.7,30
96377.9,30
52750.8,40
90288.1,30
24119.2,54
13516.5,70
51427.2,40
25280.0,54
88041.4,24
49506.0,30
16815.6,56
89573.0,24
7701.07,82
15382.4,56
77046.9,26
13464.5,60
80615.2,24
35073.0,34
59010.6,26
66008.6,24
13265.6,58
90637.1,22
27930.4,36
30149.5,36
18256.5,52
26032.0,40
62243.1,24
49450.5,34
26132.6,48
41001.5,40
64936.0,32
51262.2,38
4794.45,112
14067.1,66
44555.2,40
14650.5,64
75756.5,28
90890.4,24
21252.4,48
70668.1,32
5488.48,88
73427.3,28
25049.0,48
15359.0,58
14856.9,58
92956.1,24
37362.9,34
746.129,246
67521.6,28
44667.4,42
64969.9,30
42136.3,44
29381.7,48
8710.18,78
7667.21,88
22517.4,54
72868.3,28
34958.4,44
20543.0,48
19634.2,48
51310.6,36
28995.3,42
47509.9,36
26288.7,42
85063.5,28
57742.0,34
14830.0,58
95451.5,28
64908.8,30
30244.3,48
75715.4,30
17215.5,64
23016.1,54
54047.4,32
6300.17,98
75876.5,30
2321.17,154
739.974,274
38567.2,34
73706.4,32
87673.1,28
59504.2,34
78170.3,30
59013.0,34
74680.1,32
19620.5,50
26945.6,46
27477.9,42
43718.8,42
98868.1,32
73064.6,34
1535.83,184
43659.9,42
71742.5,34
32346.0,50
76433.7,34
39498.8,50
49399.8,40
84449.2,24
71385.8,26
90429.6,20
52047.5,28
21310.3,50
54607.6,28
99980.2,20
90655.9,20
18069.1,56
37409.1,42
26594.0,50
59714.2,30
71967.7,26
90142.1,26
66032.3,30
63132.7,30
92267.2,26
38149.1,44
77455.3,26
14081.9,62
98247.5,24
52879.2,38
9502.88,78
48431.0,38
74816.4,30
82581.8,26
36659.2,42
43157.2,40
470.759,322
75979.6,30
42278.0,36
93619.4,30
70439.6,34
89361.9,32
95157.2,30
57620.9,36
74926.5,34
55801.7,36
22125.3,54
8693.52,72
55401.3,28
25043.9,38
16176.8,52
36121.9,36
69495.8,26
27039.0,38
44440.2,32
29075.6,36
30990.5,36
7798.89,78
87709.9,28
81179.4,28
27928.2,48
22855.1,52
38405.7,40
19061.9,54
89722.4,28
46880.4,36
96416.7,24
14760.7,56
21194.0,46
79027.9,28
67768.6,30
93210.0,28
13467.4,58
14561.3,56
22475.2,46
98091.1,26
21697.1,46
94867.2,26
22102.9,40
8217.36,76
47157.9,30
82907.6,26
1491.25,168
19662.6,46
80422.8,26
3745.44,106
63233.6,28
9272.77,72
90203.1,24
46942.1,34
32076.4,36
5970.34,96
99439.7,22
62479.1,28
90266.8,24
79221.7,24
11602.2,56
58495.9,28
31425.9,50
61089.9,26
15028.6,68
90266.5,22
72730.5,24
84241.9,22
95570.4,22
86218.0,22
14772.9,68
67697.3,24
83845.8,30
21537.7,56
71579.2,32
24721.6,50
84284.0,30
67695.4,34
40144.4,40
44762.6,38
65327.4,36
44769.3,38
62623.0,32
96989.5,22
31309.7,46
10791.2,74
90157.4,24
9956.04,78
40533.3,38
14700.2,64
70758.8,26
49496.2,34
39953.9,36
30140.9,40
97649.3,22
41603.0,36
81097.1,24
42537.0,34
97973.3,22
62989.4,26
43158.7,34
67426.2,24
41855.9,36
43063.8,36
6298.73,92
53430.3,30
71598.9,24
40227.0,38
14739.8,66
21677.8,56
96759.0,16
22443.7,56
14900.3,68
97330.1,20
74801.9,24
84927.4,22
81717.6,22
64756.1,26
42119.1,36
94848.2,20
75534.8,22
37062.4,38
98465.5,26
39544.7,38
88108.5,26
64068.9,26
47834.1,30
33465.1,38
77678.6,26
21570.3,42
83273.7,26
20184.3,44
57224.2,30
54335.0,30
17413.0,60
34714.0,40
65648.4,28
58740.6,30
90776.3,22
11820.0,66
28816.9,46
13380.2,64
76691.3,32
88404.6,30
47814.5,40
88524.3,30
83890.3,32
52904.1,40
55530.8,40
62555.8,36
6580.43,100
82178.9,32
14162.1,56
45960.8,32
77191.4,24
85268.6,22
98452.2,22
89676.5,22
65126.5,28
98648.4,22
22482.7,46
32944.8,40
25499.8,40
90457.9,26
42480.9,36
52460.5,28
86419.5,26
93099.9,24
64279.5,26
6815.86,86
33170.6,40
65338.0,26
98033.5,24
78847.1,26
4213.83,116
91504.0,24
75149.5,28
1250.89,208
97932.6,24
9951.18,76
37217.8,38
32098.4,40
18877.4,58
54676.9,38
34660.5,48
14537.1,64
33151.6,50
36531.8,46
48485.1,38
83881.0,26
28350.7,50
78491.1,26
75473.7,28
20380.2,54
50762.7,38
20092.5,54
65404.8,32
889.999,242
97082.9,22
73830.8,28
74032.4,28
60134.9,36
55016.5,32
33772.7,40
48475.5,34
481.83,308
2346.93,142
5244.57,96
74006.6,30
65434.5,30
67757.1,30
65373.7,30
82564.8,24
57020.5,30
72387.5,24
82279.7,24
55750.9,30
62348.6,28
11908.2,64
7603.25,86
16143.5,58
37905.9,40
61953.6,28
38171.0,42
31069.9,42
35503.5,42
97008.6,22
59672.5,30
88618.6,24
98581.5,22
95217.2,22
9239.41,74
31425.8,44
34487.9,40
24606.9,50
48002.7,32
79460.4,28
54587.6,30
22119.4,50
50395.4,32
43149.1,36
36157.5,36
65282.9,30
43571.5,40
69347.0,30
42485.1,40
30460.7,42
31963.9,42
67671.3,30
50480.4,40
87428.2,28
46085.1,40
1477.44,200
82684.4,24
55139.2,26
51764.5,26
87778.7,24
88527.2,24
16155.3,62
15146.6,62
8538.91,76
93368.8,20
67272.5,32
37543.8,38
25402.2,44
84488.1,30
74584.4,32
15389.5,52
457.016,350
80201.3,30
27736.2,42
18046.8,52
62143.5,30
47610.8,30
87457.7,28
60816.1,30
24813.9,44
72121.4,28
31404.2,40
77995.9,28
83300.0,28
24135.1,46
8781.07,74
2700.76,124
84733.4,30
80728.8,30
13333.8,68
87800.9,28
13198.7,68
53204.7,34
25443.1,48
14607.5,68
38008.9,36
56167.9,30
63037.9,26
59104.7,28
91365.2,26
63669.1,26
21943.8,54
15911.0,58
68377.5,26
59171.0,28
69307.2,28
1965.94,158
83723.4,24
183.519,496
21407.6,54
50347.2,36
53579.1,34
80921.5,24
29215.9,44
28995.6,44
3053.99,140
52929.3,28
35409.4,38
48016.3,28
32094.7,38
3628.74,130
1160.04,212
75787.2,22
39865.3,30
7948.47,82
2703.84,140
52989.4,24
25171.3,42
21701.8,46
20449.1,48
30935.2,38
26079.8,42
29378.2,40
33091.3,38
52073.6,26
31952.5,44
1382.48,202
1332.22,206
57865.9,34
42683.9,40
39082.1,42
50257.8,36
78955.4,28
24936.6,52
43549.8,38
43267.0,34
95932.1,28
16782.3,62
24216.3,48
96832.2,28
39837.2,40
39658.8,40
42197.0,36
55056.7,34
60537.4,34
60546.6,26
61404.1,26
16892.2,56
33865.0,34
15089.2,56
27657.1,40
66821.4,26
35112.5,32
69359.4,20
58254.1,26
61222.5,26
18995.8,48
97103.7,18
19945.8,48
32178.0,38
31983.6,38
33980.6,34
22687.7,40
73681.8,22
20053.3,48
89409.8,20
42230.4,34
8996.56,78
98047.8,20
20960.2,52
47262.3,32
7733.98,84
19807.2,52
91158.7,20
59149.3,28
90883.9,28
86961.3,28
25692.5,46
90951.9,28
63763.1,30
92036.4,28
88501.8,28
6400.0,98
39551.7,38
76675.2,30
99176.8,22
6211.69,82
11768.6,64
48353.9,36
26070.2,44
93137.0,24
78441.4,28
55664.5,36
65006.4,32
11216.3,68
17361.8,66
7899.04,78
5016.76,102
37288.1,34
81929.0,24
91720.9,20
22298.0,52
35846.0,34
38552.3,34
23757.5,46
44380.8,32
44568.3,32
7317.13,88
51114.9,28
14654.7,60
37011.3,36
26926.5,42
13476.9,68
37131.3,36
95146.1,20
65800.1,34
75406.2,30
14582.6,72
3577.74,124
65957.9,34
24502.0,52
11668.8,76
21690.5,56
3288.01,134
78808.4,30
25599.0,52
37887.9,44
89347.2,28
11780.2,76
92219.1,28
23969.3,58
85141.7,28
43119.1,42
53314.5,40
6156.58,98
45280.0,34
9068.75,86
15323.7,70
92166.4,24
43733.5,34
40199.9,34
45869.2,34
73609.0,26
57288.4,30
77107.7,26
22.9323,722
23801.1,52
23965.9,52
55064.2,36
31668.8,48
50401.2,36
70110.8,30
11030.6,74
18659.6,60
85973.3,30
10694.9,68
54033.5,32
57608.3,32
60485.8,32
29660.0,42
37276.2,42
90386.7,24
1583.63,188
79880.4,26
73726.2,28
23422.0,50
65912.8,30
21667.9,50
48783.6,38
65674.0,30
53757.4,32
91275.4,24
44208.3,38
45558.2,38
57708.3,30
71112.9,28
27740.9,42
23061.2,52
82484.6,24
21728.9,52
50432.6,30
30912.0,40
12274.9,64
63509.9,30
61170.8,30
74831.1,26
7175.83,100
24127.3,46
22718.8,46
74164.3,26
4650.74,112
