C,Lines,N
7.60363,370,466
0.209423,370,466
9.95935,370,466
4.80115,370,466
4.61893,274,467
2.44057,274,467
6.37045,274,467
1.44608,274,467
4.56864,274,467
8.46556,274,467
6.34081,274,467
6.68008,274,467
2.38068,274,467
1.44416,274,467
1.6124,304,468
2.15052,304,468
3.81392,304,468
8.31511,304,468
7.50407,304,468
7.23031,304,468
1.22443,304,468
7.14234,304,468
5.60709,304,468
9.6706,304,468
4.65202,358,469
9.81555,358,469
7.50489,358,469
4.86662,358,469
8.99578,358,469
5.65831,358,469
4.78692,358,469
5.2866,358,469
0.658402,358,469
6.24537,358,469
8.16742,238,470
0.900623,238,470
8.91866,238,470
1.80084,238,470
9.62319,238,470
8.80741,238,470
6.8534,238,470
0.796339,238,470
6.68822,238,470
2.86613,238,470
0.151179,328,471
5.3676,328,471
1.58568,328,471
1.07707,328,471
8.57378,326,471
3.2269,328,471
0.218598,328,471
8.85407,326,471
3.74795,328,471
7.69102,326,471
9.85304,322,472
1.65567,322,472
5.69703,322,472
0.608588,322,472
3.17072,322,472
6.55094,322,472
6.79046,322,472
5.14777,322,472
4.37482,322,472
6.12998,322,472
5.88237,346,473
1.39915,346,473
5.88769,346,473
9.49603,346,473
7.56291,346,473
1.19361,346,473
0.581266,346,473
1.33963,346,473
5.08284,346,473
1.16241,346,473
3.0205,306,474
5.67559,306,474
4.87683,306,474
9.88336,306,474
6.72049,306,474
1.13182,306,474
3.74769,306,474
5.83325,306,474
5.21096,306,474
8.82827,306,474
4.89886,334,475
8.6582,334,475
5.56723,334,475
4.37768,334,475
7.52206,334,475
4.72068,334,475
5.76281,334,475
3.03908,334,475
3.75276,334,475
1.36992,334,475
6.44082,284,476
6.95022,284,476
1.17008,284,476
2.76284,284,476
0.889496,284,476
3.36929,284,476
1.54002,284,476
9.29744,284,476
4.06482,284,476
6.92679,284,476
6.77165,250,477
5.81389,250,477
0.551891,250,477
5.20128,250,477
6.61589,250,477
4.55951,250,477
8.78631,250,477
7.06506,250,477
7.15253,250,477
5.66633,250,477
6.09711,268,478
5.75249,268,478
0.940954,268,478
3.64845,268,478
2.70133,268,478
2.1713,268,478
7.38537,268,478
0.638759,268,478
8.7224,268,478
8.7558,268,478
3.69419,346,479
6.10688,346,479
6.69782,346,479
7.35597,346,479
0.896463,346,479
6.26124,346,479
4.97885,346,479
1.51994,346,479
0.816061,346,479
1.0731,346,479
5.14215,308,480
4.97853,308,480
6.68298,308,480
9.35234,308,480
8.68307,308,480
3.83693,308,480
8.69848,308,480
8.75079,308,480
2.35938,308,480
3.36281,308,480
5.95343,364,481
1.01953,364,481
8.08809,364,481
5.73604,364,481
1.7243,364,481
2.67096,364,481
5.66846,364,481
8.53463,364,481
7.23111,364,481
3.63299,364,481
6.19189,280,482
9.55484,280,482
3.78712,280,482
0.909584,280,482
2.82091,280,482
4.72713,280,482
4.55938,280,482
6.46462,280,482
1.28057,280,482
5.12781,280,482
6.10855,318,483
8.00886,318,483
3.65884,318,483
6.47809,318,483
7.78498,318,483
1.91842,318,483
7.10354,318,483
0.926494,318,483
6.91246,318,483
8.19701,318,483
8.71263,294,484
9.3307,294,484
8.54299,294,484
7.28855,294,484
0.686147,294,484
9.12824,294,484
2.68139,294,484
8.89818,294,484
5.26182,294,484
7.38847,294,484
8.13055,324,485
3.33519,324,485
1.159,324,485
9.86207,324,485
6.50654,324,485
3.77684,324,485
9.19309,324,485
4.45679,324,485
6.65473,324,485
5.02604,324,485
6.39079,330,486
7.17942,330,486
1.49766,330,486
1.36567,330,486
3.55769,330,486
2.46119,330,486
4.4386,330,486
0.236189,330,486
7.08256,330,486
1.35661,330,486
6.23562,378,487
6.55593,378,487
9.85909,378,487
3.25473,378,487
3.42343,378,487
3.35056,378,487
7.4181,378,487
1.4873,378,487
4.52614,378,487
9.85134,378,487
6.94887,334,488
8.99645,334,488
8.62539,334,488
2.01923,334,488
8.46441,334,488
7.34456,334,488
9.81862,334,488
5.69333,334,488
9.70343,334,488
0.440721,334,488
7.1375,346,489
8.83692,346,489
2.64585,346,489
2.43819,346,489
3.38108,346,489
1.81273,346,489
7.3018,346,489
5.2344,346,489
0.470017,346,489
0.233186,346,489
6.69416,358,490
6.77086,358,490
6.67427,358,490
8.21358,358,490
3.09054,358,490
4.06439,358,490
1.1854,358,490
5.39925,358,490
4.11223,358,490
0.935309,358,490
4.24346,394,491
8.37637,394,491
1.76464,394,491
2.68129,394,491
1.51115,394,491
9.04716,394,491
2.21213,394,491
9.56985,394,491
2.05597,394,491
0.718163,394,491
4.15574,296,492
0.244472,296,492
2.55304,296,492
8.04496,296,492
0.803795,296,492
6.80345,296,492
1.38278,296,492
1.97887,296,492
1.09956,296,492
8.31159,296,492
9.9428,308,493
5.54362,308,493
0.916308,308,493
4.88517,308,493
5.973,308,493
5.17771,308,493
8.6087,308,493
5.01121,308,493
9.06607,308,493
5.9544,308,493
4.9589,360,494
0.788856,360,494
2.61056,360,494
4.09388,360,494
0.511014,360,494
8.56125,360,494
8.1429,360,494
0.53368,360,494
2.10877,360,494
9.19698,360,494
7.47881,374,495
6.07515,374,495
6.25627,374,495
5.4816,374,495
8.68313,374,495
5.122,374,495
0.0499593,374,495
0.150933,374,495
3.80014,374,495
3.93757,374,495
0.0319634,336,496
1.93663,336,496
8.76951,336,496
3.24392,336,496
5.8181,336,496
9.63043,336,496
2.49961,336,496
5.25545,336,496
7.57926,336,496
7.34684,336,496
2.45045,342,497
8.63365,342,497
2.02169,342,497
6.83137,342,497
5.479,342,497
5.00066,342,497
0.104325,342,497
4.60437,342,497
4.12168,342,497
8.14767,342,497
9.76457,376,498
1.57408,376,498
6.58738,376,498
7.60964,376,498
0.0867412,376,498
1.77904,376,498
7.82662,376,498
9.09667,376,498
3.59906,376,498
4.05758,376,498
8.64472,324,499
6.1091,324,499
2.02123,324,499
1.59492,324,499
7.75764,324,499
9.99022,324,499
6.35858,324,499
8.82433,324,499
1.18251,324,499
0.835317,324,499
2.52016,294,500
0.628359,294,500
2.16448,294,500
4.48702,294,500
1.25874,294,500
8.6255,294,500
9.33188,294,500
9.73866,294,500
9.28078,294,500
0.327104,294,500
6.7914,302,501
2.06444,302,501
6.66027,302,501
5.02868,302,501
4.41448,302,501
8.1539,302,501
6.43683,302,501
4.06216,302,501
3.09844,302,501
0.738812,302,501
5.53236,322,502
9.85442,322,502
1.27085,322,502
7.88821,322,502
6.0175,322,502
7.33202,322,502
7.08584,322,502
0.417571,322,502
3.61157,322,502
4.17542,322,502
8.79904,326,503
4.2026,326,503
4.46089,326,503
7.505,326,503
5.36966,326,503
5.81539,326,503
1.60334,326,503
5.63101,326,503
6.90729,326,503
4.96635,326,503
6.7924,364,504
3.85159,364,504
4.73403,364,504
7.77873,364,504
7.4335,364,504
9.53299,364,504
1.9374,364,504
3.93521,364,504
8.6183,364,504
3.9238,364,504
6.93975,374,505
0.155314,374,505
8.57517,374,505
8.82,374,505
9.01475,374,505
3.45745,374,505
6.40137,374,505
9.36273,374,505
3.03863,374,505
1.74758,374,505
9.7711,338,506
0.3235,338,506
3.2957,338,506
4.64901,338,506
5.52366,338,506
2.62955,338,506
0.146983,338,506
6.58054,338,506
0.814626,338,506
0.133514,338,506
3.51841,258,507
1.43309,258,507
6.8498,258,507
5.67096,258,507
1.57161,258,507
4.52092,258,507
2.69897,258,507
1.87591,258,507
1.2461,258,507
3.41374,258,507
7.42529,346,508
1.99927,346,508
9.52746,346,508
1.59477,346,508
2.5331,346,508
6.1528,346,508
7.74583,346,508
5.1321,346,508
0.141616,346,508
3.57313,346,508
1.51492,370,509
2.373,370,509
0.0797721,370,509
6.6774,370,509
8.65298,370,509
2.4418,370,509
5.70104,370,509
9.86192,370,509
2.19114,370,509
7.26346,370,509
0.419009,324,510
7.57881,324,510
3.1777,324,510
8.85043,324,510
2.83922,324,510
6.4444,324,510
0.276996,324,510
1.80192,324,510
1.61116,324,510
5.30195,324,510
0.231487,354,511
6.30182,354,511
9.30613,354,511
6.04301,354,511
0.923774,354,511
9.04627,354,511
0.0710442,354,511
0.447766,354,511
1.01894,354,511
6.54346,354,511
5.18364,388,512
4.36785,388,512
1.04922,388,512
2.59785,388,512
1.92886,388,512
4.54176,388,512
5.66116,388,512
6.07958,388,512
1.81417,388,512
9.94434,386,512
4.47403,318,513
3.27264,318,513
6.60939,318,513
9.23871,318,513
2.84592,318,513
2.50254,318,513
0.0396889,318,513
7.01766,318,513
2.82497,318,513
7.18683,318,513
5.7378,330,514
1.56156,330,514
8.87611,330,514
6.94363,330,514
8.54796,330,514
8.00128,330,514
6.64376,330,514
7.57433,330,514
9.05337,330,514
8.85867,330,514
5.52747,368,515
5.20635,368,515
6.29647,368,515
3.9072,368,515
3.85406,368,515
5.68969,368,515
0.389381,368,515
1.26399,368,515
5.00144,368,515
0.736361,368,515
3.6693,326,516
7.70621,326,516
4.0111,326,516
4.65492,326,516
9.9837,326,516
6.96267,326,516
7.15067,326,516
2.65789,326,516
7.98417,326,516
9.89631,326,516
9.71627,404,517
3.96556,404,517
5.6956,404,517
9.95697,404,517
6.37672,404,517
7.09868,404,517
3.645,404,517
0.230843,404,517
1.75984,404,517
1.32754,404,517
1.13117,340,518
8.16112,338,518
5.62465,340,518
2.1894,340,518
7.45013,338,518
8.03478,338,518
0.75187,340,518
1.79045,340,518
0.999633,340,518
9.08696,338,518
6.34687,332,519
5.07126,332,519
7.42697,332,519
4.11269,332,519
5.46808,332,519
9.95325,332,519
7.42354,332,519
9.51405,332,519
0.367515,332,519
5.13405,332,519
2.38193,366,520
4.12465,366,520
6.89548,366,520
6.6366,366,520
5.29862,366,520
9.83885,366,520
5.16118,366,520
6.43089,366,520
0.238005,366,520
8.8452,366,520
6.17536,394,521
4.4592,394,521
2.24898,394,521
8.16173,394,521
3.72328,394,521
3.25339,394,521
8.55724,394,521
5.23861,394,521
5.36369,394,521
0.819333,394,521
0.52947,284,522
1.28501,284,522
3.53358,284,522
6.87927,284,522
2.8488,284,522
1.72636,284,522
4.42007,284,522
6.41704,284,522
2.86177,284,522
6.97374,284,522
8.25124,350,523
7.28792,350,523
1.16336,350,523
3.31287,350,523
3.86847,350,523
0.0388619,350,523
0.811805,350,523
3.17875,350,523
5.71102,350,523
9.70818,350,523
6.16353,374,524
0.5736,374,524
8.49276,374,524
4.56592,374,524
7.57215,374,524
3.72868,374,524
3.58149,374,524
0.151372,374,524
4.39284,374,524
3.66667,374,524
0.827784,344,525
1.36094,344,525
6.10567,344,525
8.81052,344,525
0.64729,344,525
9.16252,344,525
3.80704,344,525
9.63664,344,525
0.305609,344,525
6.3117,344,525
3.94029,336,526
1.57257,336,526
9.54094,336,526
6.19534,336,526
2.36566,336,526
7.84688,336,526
6.42658,336,526
3.63373,336,526
7.57054,336,526
5.59087,336,526
1.0045,306,527
6.69976,306,527
9.23955,306,527
3.14178,306,527
3.83258,306,527
0.432943,306,527
2.42436,306,527
0.310588,306,527
9.20282,306,527
2.43615,306,527
4.14707,384,528
0.597999,384,528
9.7926,384,528
0.805732,384,528
0.182732,384,528
5.79223,384,528
3.05808,384,528
5.02763,384,528
0.499003,384,528
9.12796,384,528
0.288574,398,529
4.1194,398,529
1.39811,398,529
1.01753,398,529
4.83546,398,529
4.51197,398,529
2.49133,398,529
4.98169,398,529
7.13584,398,529
8.12977,398,529
4.02797,384,530
4.73353,384,530
2.08611,384,530
9.69669,384,530
6.33086,384,530
9.24774,384,530
0.724052,384,530
1.65397,384,530
9.89924,384,530
4.71127,384,530
0.110696,358,531
0.582588,358,531
9.14858,358,531
6.24528,358,531
9.85384,358,531
2.54055,358,531
0.658033,358,531
2.4664,358,531
5.84492,358,531
6.40088,358,531
8.86828,370,532
3.19582,370,532
3.66331,370,532
1.99105,370,532
2.02303,370,532
1.08556,370,532
8.43037,370,532
5.12048,370,532
6.07963,370,532
9.9935,370,532
3.81603,424,533
2.79393,424,533
7.6982,424,533
4.07856,424,533
3.50309,424,533
7.4044,424,533
7.6985,424,533
8.68551,424,533
2.88117,424,533
8.12582,424,533
6.17892,384,534
8.20477,384,534
6.68009,384,534
7.92924,384,534
1.67538,384,534
3.72336,384,534
9.99499,384,534
1.95285,384,534
1.12482,384,534
2.06426,384,534
2.79931,390,535
2.29035,390,535
3.13478,390,535
8.07511,390,535
3.06467,390,535
8.37953,390,535
3.96878,390,535
2.71169,390,535
5.43422,390,535
3.20376,390,535
5.30968,372,536
6.29505,372,536
1.438,372,536
0.235189,372,536
5.73743,372,536
0.348939,372,536
2.03747,372,536
5.90644,372,536
0.0220921,372,536
8.61032,372,536
7.99594,382,537
7.44131,382,537
4.14553,382,537
1.72458,382,537
7.12599,382,537
9.47832,382,537
2.80562,382,537
2.43379,382,537
8.95394,382,537
2.14312,382,537
3.90153,406,538
6.73927,404,538
8.40138,404,538
8.98724,404,538
2.00772,406,538
6.42726,404,538
8.93995,404,538
5.96726,406,538
3.69136,406,538
1.2027,406,538
8.16203,344,539
4.56949,344,539
3.54864,344,539
8.21624,344,539
4.56676,344,539
7.03941,344,539
8.05602,344,539
9.45219,344,539
8.85987,344,539
5.09191,344,539
8.09993,340,540
1.61597,340,540
3.1422,340,540
5.31942,340,540
8.93168,340,540
6.71098,340,540
7.18213,340,540
7.10078,340,540
3.97315,340,540
9.43822,340,540
6.14487,368,541
6.05902,368,541
1.39088,368,541
6.97034,368,541
9.46339,368,541
9.0459,368,541
6.59497,368,541
0.667749,368,541
7.3676,368,541
0.321691,368,541
6.37445,362,542
9.37392,362,542
1.18744,362,542
1.30831,362,542
4.60841,362,542
9.20808,362,542
9.6372,362,542
7.59297,362,542
9.36189,362,542
1.79139,362,542
8.06462,292,543
5.69696,292,543
1.07318,292,543
7.40178,292,543
6.07908,292,543
8.7462,292,543
8.24868,292,543
4.91915,292,543
6.90081,292,543
2.31809,292,543
1.52301,292,544
6.85064,290,544
8.24307,290,544
5.06071,292,544
9.22219,290,544
0.275453,292,544
2.68368,292,544
2.87292,292,544
9.38891,290,544
7.9059,290,544
2.68291,344,545
7.29334,344,545
2.60405,344,545
6.97018,344,545
6.9698,344,545
5.68743,344,545
7.73826,344,545
4.04553,344,545
3.51215,344,545
6.91089,344,545
4.03501,340,546
9.56451,340,546
5.95458,340,546
9.055,340,546
5.99624,340,546
2.74287,340,546
8.86319,340,546
0.948647,340,546
6.91031,340,546
7.36009,340,546
3.10111,356,547
0.410669,356,547
6.02182,356,547
6.79914,356,547
2.4454,356,547
6.25933,356,547
8.774,356,547
1.14214,356,547
6.39245,356,547
7.23588,356,547
2.08326,366,548
6.88037,366,548
6.13308,366,548
2.74543,366,548
9.38017,366,548
5.96667,366,548
0.320528,366,548
2.5128,366,548
2.21146,366,548
1.27492,366,548
9.57725,226,549
4.36403,226,549
6.6585,226,549
7.76963,226,549
7.80797,226,549
7.24845,226,549
5.93197,226,549
5.43858,226,549
5.12196,226,549
7.03847,226,549
0.677815,386,550
6.83023,386,550
0.038793,386,550
2.01473,386,550
4.76329,386,550
7.13442,386,550
9.32754,386,550
7.76772,386,550
5.94081,386,550
7.84303,386,550
0.486889,396,551
8.69384,394,551
1.43284,396,551
9.78837,394,551
9.50363,394,551
1.30286,396,551
1.33816,396,551
7.47808,394,551
3.07747,396,551
6.47416,394,551
3.71096,330,552
4.01255,330,552
0.497966,330,552
6.04298,330,552
0.942158,330,552
4.88979,330,552
1.12483,330,552
3.82163,330,552
8.07034,330,552
9.99791,330,552
2.41465,400,553
3.74007,400,553
3.72893,400,553
8.8502,400,553
3.93794,400,553
7.04247,400,553
9.85721,400,553
2.28831,400,553
4.07089,400,553
0.784774,400,553
6.28119,370,554
0.39357,370,554
5.56118,370,554
6.52967,370,554
2.69887,370,554
8.57696,370,554
6.35128,370,554
5.39422,370,554
8.75661,370,554
8.31655,370,554
0.956307,432,555
6.07681,432,555
4.45754,432,555
6.87604,432,555
3.49797,432,555
2.9022,432,555
3.32311,432,555
1.78764,432,555
1.55287,432,555
1.93157,432,555
3.25942,344,556
5.75225,344,556
8.58149,344,556
4.9113,344,556
0.335346,344,556
4.13222,344,556
8.50607,344,556
6.94696,344,556
3.87311,344,556
4.57809,344,556
3.40824,350,557
2.74503,350,557
3.60568,350,557
9.2728,348,557
2.16644,350,557
9.27214,348,557
3.54641,350,557
7.00754,348,557
9.67657,348,557
1.4219,350,557
9.09623,368,558
5.8201,368,558
6.56857,368,558
4.3511,368,558
3.46886,368,558
6.54759,368,558
6.75061,368,558
8.87759,368,558
1.08919,368,558
5.36926,368,558
3.79009,376,559
0.442464,376,559
8.67477,376,559
0.480241,376,559
3.96428,376,559
0.728424,376,559
8.73949,376,559
3.46955,376,559
3.72382,376,559
9.02763,376,559
7.23435,360,560
4.43705,360,560
0.802677,360,560
2.96236,360,560
9.60453,360,560
5.95609,360,560
3.00474,360,560
1.01349,360,560
1.35439,360,560
5.94867,360,560
2.36295,384,561
9.00403,384,561
7.96002,384,561
1.22198,384,561
6.28704,384,561
7.73321,384,561
5.783,384,561
2.23294,384,561
3.40044,384,561
9.39841,384,561
8.93721,430,562
5.08814,430,562
8.17321,430,562
9.99839,430,562
9.41833,430,562
4.56703,430,562
7.91783,430,562
9.62379,430,562
9.44008,430,562
2.10177,430,562
5.23964,342,563
2.81377,342,563
7.25284,342,563
2.03235,342,563
7.07864,342,563
6.491,342,563
5.66379,342,563
5.75829,342,563
7.91838,342,563
7.84506,342,563
1.19104,400,564
4.57682,400,564
9.45283,400,564
5.6235,400,564
4.68396,400,564
0.33433,400,564
2.31837,400,564
3.56731,400,564
2.18859,400,564
7.10146,400,564
7.25594,270,565
1.27217,270,565
9.30681,270,565
4.63572,270,565
4.67094,270,565
6.86987,270,565
0.404505,270,565
4.95462,270,565
3.44387,270,565
8.871,270,565
5.95536,434,566
8.60583,434,566
6.66453,434,566
1.4966,434,566
6.98753,434,566
7.91172,434,566
2.77416,434,566
8.29121,434,566
8.76535,434,566
0.35692,434,566
0.0681266,332,567
8.47995,332,567
3.64817,332,567
1.50887,332,567
9.78068,332,567
5.48347,332,567
8.67984,332,567
1.55245,332,567
1.51018,332,567
4.40882,332,567
4.93344,392,568
2.36761,392,568
5.46205,392,568
0.394117,392,568
4.52919,392,568
8.34892,392,568
8.5262,392,568
4.44994,392,568
3.90478,392,568
9.01267,392,568
0.717764,398,569
3.2157,398,569
6.92261,398,569
6.50037,398,569
8.64069,398,569
9.71315,398,569
9.96179,398,569
0.4585,398,569
4.9634,398,569
8.48361,398,569
1.76607,338,570
8.57277,338,570
1.22724,338,570
1.43717,338,570
2.99327,338,570
3.73755,338,570
5.46098,338,570
6.11412,338,570
9.38547,338,570
0.911702,338,570
1.81008,418,571
9.19777,418,571
5.52506,418,571
8.70754,418,571
9.98424,418,571
1.85021,418,571
1.12381,418,571
3.76061,418,571
5.84245,418,571
1.95874,418,571
4.97718,338,572
4.19007,338,572
1.72801,338,572
3.1113,338,572
8.73784,338,572
2.5568,338,572
2.77312,338,572
7.10858,338,572
3.24068,338,572
1.62215,338,572
1.16521,324,573
0.528492,324,573
5.27481,324,573
7.06507,324,573
1.60038,324,573
9.52431,324,573
8.43744,324,573
6.48017,324,573
7.46849,324,573
6.89687,324,573
3.63051,392,574
5.52617,392,574
8.38574,392,574
6.49062,392,574
6.09018,392,574
1.39936,392,574
8.92026,390,574
2.81678,392,574
3.76973,392,574
7.63388,392,574
9.14314,380,575
4.69728,380,575
6.53063,380,575
5.40375,380,575
2.76314,380,575
3.9881,380,575
9.26417,380,575
7.32739,380,575
4.10547,380,575
3.3848,380,575
2.02162,440,576
1.00481,440,576
8.32026,440,576
7.3136,440,576
4.44277,440,576
1.64253,440,576
5.35627,440,576
2.15877,440,576
5.10318,440,576
9.23572,440,576
8.3218,322,577
6.6778,322,577
3.89492,322,577
2.51402,322,577
0.945236,322,577
4.08284,322,577
0.519898,322,577
2.97452,322,577
5.02184,322,577
3.26001,322,577
0.136471,416,578
2.83848,416,578
6.02727,416,578
4.5437,416,578
5.40614,416,578
1.10091,416,578
3.69544,416,578
6.84907,416,578
5.57309,416,578
5.04499,416,578
8.48986,332,579
6.65331,332,579
9.96872,332,579
4.63584,332,579
9.78766,332,579
8.99987,332,579
2.53127,332,579
8.90993,332,579
2.48218,332,579
9.30709,332,579
4.23953,364,580
9.5801,364,580
3.77901,364,580
9.80612,364,580
5.70865,364,580
1.11985,364,580
1.37135,364,580
4.19944,364,580
7.16152,364,580
6.69641,364,580
7.8222,394,581
7.62079,394,581
0.340444,394,581
3.02403,394,581
4.88203,394,581
7.14999,394,581
7.48074,394,581
7.04618,394,581
3.75794,394,581
0.534658,394,581
8.86866,390,582
1.87831,390,582
9.13499,390,582
8.23617,390,582
0.475924,390,582
1.88403,390,582
9.24223,390,582
9.98387,390,582
5.17687,390,582
9.53801,390,582
6.56026,412,583
7.22502,412,583
6.09515,412,583
4.99119,412,583
4.67548,412,583
6.4918,412,583
9.57952,410,583
2.97663,412,583
2.25837,412,583
8.51195,410,583
2.59255,432,584
8.20717,432,584
3.48813,432,584
2.89978,432,584
5.25626,432,584
4.09455,432,584
4.89085,432,584
6.751,432,584
9.04107,432,584
5.4579,432,584
2.19767,440,585
2.74826,440,585
5.63813,440,585
5.94174,440,585
9.92995,440,585
5.60388,440,585
3.76533,440,585
6.28846,440,585
7.16164,440,585
9.83996,440,585
8.61749,440,586
6.06524,440,586
0.902054,440,586
1.80719,440,586
9.88616,440,586
8.36983,440,586
0.959399,440,586
6.79552,440,586
5.18752,440,586
5.12953,440,586
3.66472,362,587
2.03479,362,587
8.23075,362,587
4.80385,362,587
6.81234,362,587
9.54531,362,587
8.87207,362,587
0.00753163,362,587
3.34012,362,587
7.21453,362,587
5.86753,418,588
4.00388,418,588
8.95929,418,588
3.41266,418,588
9.24895,418,588
0.75218,418,588
8.45708,418,588
4.80215,418,588
0.449459,418,588
6.08047,418,588
1.89703,434,589
5.23502,434,589
0.469044,434,589
9.83885,434,589
1.57456,434,589
1.36626,434,589
7.96007,434,589
4.95982,434,589
2.33357,434,589
0.625189,434,589
0.861746,422,590
6.37776,422,590
6.46692,422,590
0.5132,422,590
6.78848,422,590
1.26757,422,590
1.22102,422,590
2.03018,422,590
3.23326,422,590
7.97723,420,590
7.95781,428,591
2.35487,428,591
0.0406353,428,591
6.60322,428,591
9.21389,428,591
0.320396,428,591
5.45069,428,591
3.80545,428,591
7.26505,428,591
8.69048,428,591
1.83687,366,592
2.95428,366,592
5.60549,366,592
6.56527,366,592
6.65756,366,592
8.78228,366,592
5.61892,366,592
4.18093,366,592
7.41825,366,592
1.62301,366,592
1.71436,382,593
5.87412,382,593
6.80441,382,593
8.45276,382,593
4.91298,382,593
7.24797,382,593
5.56702,382,593
8.12046,382,593
0.610267,382,593
6.70831,382,593
4.97919,396,594
2.42952,396,594
8.18331,396,594
0.656318,396,594
9.40163,396,594
1.2584,396,594
4.37801,396,594
6.27161,396,594
1.24257,396,594
8.47599,396,594
1.07559,446,595
8.51045,446,595
0.585814,446,595
4.97353,446,595
5.03727,446,595
4.33109,446,595
7.93758,446,595
8.21923,446,595
1.10756,446,595
9.53338,446,595
0.164089,374,596
9.61505,374,596
4.30412,374,596
8.14252,374,596
0.186687,374,596
1.71037,374,596
3.97567,374,596
5.18413,374,596
0.822326,374,596
0.938094,374,596
9.31823,372,597
7.8424,372,597
8.32618,372,597
2.51943,372,597
3.36274,372,597
5.48656,372,597
6.61452,372,597
6.03482,372,597
5.93581,372,597
2.5967,372,597
6.45738,356,598
9.54453,356,598
7.1232,356,598
6.80729,356,598
7.63452,356,598
0.17979,356,598
9.62965,356,598
6.74209,356,598
2.26904,356,598
1.55356,356,598
5.00148,382,599
2.13184,382,599
2.01602,382,599
6.44277,382,599
5.8973,382,599
9.64176,382,599
6.53476,382,599
9.28928,382,599
6.2083,382,599
9.22863,382,599
2.84177,452,600
8.92833,448,600
3.12707,452,600
9.62616,448,600
5.05093,452,600
0.29325,452,600
1.33887,452,600
2.42985,452,600
2.68616,452,600
0.00500986,452,600
5.99219,464,601
4.68779,464,601
3.93028,466,601
9.68279,464,601
9.56348,464,601
8.95868,464,601
2.60449,466,601
0.897809,466,601
2.57606,466,601
3.16117,466,601
1.62152,414,602
9.81464,414,602
5.10415,414,602
6.90616,414,602
1.66279,414,602
8.24553,414,602
8.13858,414,602
4.17313,414,602
0.808204,416,602
6.25489,414,602
8.50576,432,603
5.70746,432,603
7.9079,432,603
1.08976,432,603
6.9669,432,603
6.90646,432,603
7.78892,432,603
7.42895,432,603
1.29,432,603
9.93381,432,603
3.63794,360,604
5.22356,360,604
9.15878,360,604
5.53709,360,604
0.199515,360,604
5.79414,360,604
5.47681,360,604
6.60665,360,604
5.50763,360,604
5.02857,360,604
0.342784,468,605
0.806428,468,605
7.31733,468,605
9.16475,468,605
2.39038,468,605
8.15939,468,605
8.08282,468,605
0.36653,468,605
5.69545,468,605
1.94305,468,605
4.32402,396,606
8.63209,396,606
7.45087,396,606
2.34721,396,606
9.53118,394,606
7.68206,396,606
4.06794,396,606
2.34725,396,606
2.15793,396,606
9.61843,394,606
5.60851,338,607
5.99738,338,607
5.91964,338,607
1.04764,338,607
3.20115,338,607
9.76153,338,607
0.770207,338,607
9.12541,338,607
0.21831,338,607
8.74226,338,607
8.09677,342,608
0.699247,342,608
7.81324,342,608
5.5294,342,608
9.72636,342,608
5.54896,342,608
2.90431,342,608
9.04364,342,608
4.11246,342,608
6.16592,342,608
7.00565,468,609
5.58783,468,609
6.59232,468,609
5.04221,468,609
3.1985,468,609
9.27492,468,609
3.1811,468,609
0.992484,468,609
0.67523,468,609
9.11617,468,609
1.24017,454,610
6.12678,454,610
3.94627,454,610
4.23781,454,610
2.22043,454,610
9.25203,454,610
1.28124,454,610
0.521729,454,610
7.76308,454,610
6.75858,454,610
7.7976,436,611
1.38236,436,611
1.893,436,611
8.41336,436,611
5.8855,436,611
9.13832,436,611
7.3891,436,611
2.30607,436,611
5.81004,436,611
3.22186,436,611
7.51036,336,612
8.94354,336,612
0.713597,336,612
6.65655,336,612
2.55636,336,612
5.95591,336,612
8.88599,336,612
5.72682,336,612
3.216,336,612
8.56048,336,612
5.96322,452,613
6.63734,452,613
9.59936,452,613
7.06323,452,613
3.53196,454,613
9.19556,452,613
0.617508,456,613
4.20479,454,613
6.93931,452,613
8.99411,452,613
2.19982,470,614
7.3993,470,614
9.4851,470,614
2.93542,470,614
0.0710677,470,614
7.94739,470,614
4.35917,470,614
8.27401,470,614
5.66645,470,614
1.84258,470,614
6.66671,432,615
0.119871,432,615
6.40729,432,615
3.48307,432,615
8.18252,432,615
9.62328,432,615
1.89567,432,615
5.55942,432,615
9.53591,432,615
5.10062,432,615
6.39381,390,616
4.35337,390,616
6.51246,390,616
5.42417,390,616
5.26228,390,616
5.66908,390,616
2.82719,390,616
3.25301,390,616
2.87512,390,616
7.2261,390,616
2.40178,342,617
7.08785,342,617
7.14281,342,617
1.47277,342,617
8.82928,342,617
4.80402,342,617
2.27113,342,617
8.65931,342,617
8.46938,342,617
4.26139,342,617
0.597218,486,618
9.49797,484,618
8.48936,484,618
5.33576,486,618
5.30433,486,618
0.704042,486,618
2.15331,486,618
0.820149,486,618
9.19136,484,618
0.0626621,486,618
3.54318,450,619
8.35367,450,619
3.7649,450,619
1.71873,450,619
1.5938,450,619
0.407814,450,619
8.44598,450,619
4.58571,450,619
9.99277,450,619
3.24328,450,619
3.48472,446,620
5.8465,446,620
5.8001,446,620
8.32308,446,620
8.04607,446,620
9.54206,446,620
6.46678,446,620
5.94685,446,620
0.472218,446,620
9.69019,446,620
1.27983,446,621
4.02621,446,621
0.622544,446,621
3.77237,446,621
1.41166,446,621
5.51696,446,621
6.44104,444,621
6.63231,444,621
5.8533,444,621
5.80872,444,621
6.94967,412,622
